,제목
23428,['집에만 있으니까 요리 점점 느노 ㅋ [3]']
23429,['이분 좀 말려봐 [1]']
23430,['신세경이 젤이쁜거같다 [1]']
23431,['강림이 인스타 댓글 [2]']
23432,['황무현잦친 노래도 좋은거많긔 [5]']
23433,['달빈쿤 간민쿤 닮은거같지않노? [7]']
23434,['그 팔다리 썰린 장혜 양잦 이름 뭐였지?? [2]']
23435,['애비무 싱글 티저봐 [12]']
23436,['<속보> 3월 13일 금요일 5시에 노라조 형님들 등장..']
23437,['잦돌들 존나 잘 다치는것같아']
23438,['악 [2]']
23439,['머열이 인생짤이노 [1]']
23440,['망빻 달고나커피 만들려나봐']
23441,['개진탈 때문에 매일매일이 두렵노']
23442,['으누 춤 뚝딱이긔??? [6]']
23443,['재듀도 멘토들한테 불운 옮겨갔잖아 [5]']
23444,['망펙트럼 걔는 왜 죽었는지 아직 모름? [5]']
23445,['이딴 알림은 왜 뜨는거야 ㅅㅂ [14]']
23446,['약듀는 약듀나간 양고졸까지 망해버렸긔']
23447,['약듀나온 애들 죽거나 사고당하거나 해체함 [5]']
23448,['약듀나간 그룹중에 잘된그룹 없는것같긔..']
23449,['망리스는 약듀 나가서 망했어']
23450,['망리스 추가멤버 뽑는 오디션볼때 [1]']
23451,['망리스 찰랑찰랑 노래좋긔']
23452,"[""소시) MTV '음악세계를 지배한 걸그룹들', 푸시캣돌스부터 블랙핑크까지""]"
23453,['망리스이번앨범황무현노래좋음']
23454,['와 망봊돌인데도 직캠 조회수 존나 높네 [2]']
23455,['망빻 파란머리 음색 좋긴하더라']
23456,['망리스 다섯명일때 좋았는데ㅡㅡ [2]']
23457,['망블 노래랑 제목이랑 헷갈릴때 많긔']
23458,['망블 코끝에서화 이 가사 있는거 민초단들 쓰는거 개웃겨 [3]']
23459,['망블 망금우리 화오후 놈딱좋아 [2]']
23460,['망리스 이번 타이틀 놈딱구려 지난번 수록곡 가져오는게 나을정도긔']
23461,['망리아즈 학폭 했다는년 빼도 전혀 문제 없을듯']
23462,['망리스 이번앨범 이노래가 더 좋은거같긔 [1]']
23463,['망빻무대는 재밌게 보는데']
23464,['작년 봊돌 노래중엔 망한 밤의 아리아가 ㄱㅆㅅㅌㅊ엿는데 [3]']
23465,['망리스 썸머드림 그거 여름노랜데 [4]']
23466,['망리스 랩하는 새멤버 뭔가 봊진탈느낌이야']
23467,['망리스 그게 존나 불쌍해 공백기가 노무 길어서 [6]']
23468,['망리스 이름부터 좆구리게 지었어 [1]']
23469,['아 시발ㅋㅋ 국연갤 때문에 망빻 영업 당해서 [1]']
23470,['국여니들 봊돌도 망빻 망리스 같은거 빠노 [2]']
23471,['망리스 혜성 몸매 ㅆㅅㅌㅊ [2]']
23472,['막장드라마 최적화 배우는?']
23473,['소히 개밥스타 나왔을때 좆소런했어야함']
23474,['후저스 걍 소속사가 존나 미스테리긔 [1]']
23475,['망리스 왜 갑자기 새멤버 넣고 노래도 구려진거노..']
23476,['망리스 단발머리 예쁘던데 [3]']
23477,['윾경이 이런 일상사진이 노무 예뻐 [1]']
23478,['그냥 이번 노래같은거 망리스랑 안어울려 [2]']
23479,['난 소히가 좋아 [3]']
23480,['소히 윾경이는 좆속사 중형만 됐어도 시녀 존나 붙었을듯 [2]']
23481,['빻정이 성격 좋아보임']
23482,['망리스 5명이 ㅆㅅㅌㅊ였던게 [4]']
23483,['망키빻키보면 이게 와꾸인가 싶고 [1]']
23484,['윾경이 성격도 ㅆㅅㅌㅊ에 커여워 [2]']
23485,['언냐들 딱들켰어 [5]']
23486,['망리스 노래도 데뷔곡은 좋았긔 [1]']
23487,['망리스 ㄹㅇ 예쁜데 무대 좆구림 [1]']
23488,['망리스 5명만 있을 때 존나 예뻐보였는데 [3]']
23489,['나 사실 망리스 이번앨범도 샀긔 [3]']
23490,['망리스랑 망빻도 운명을 공유한 사이인가봐 [2]']
23491,['망리스 메보 좋긔']
23492,['망리스 윾경이년 존나 이쁨']
23493,['망리스 혜성인가 그년도 이뻐 [1]']
23494,['그 똥냐 지가 지를 애미라고 지칭하는 게 제일 토나왔음 [1]']
23495,['엠신비 [1]']
23496,['망리스 탑개랑 사귀는거 들킨년 이뻐 [1]']
23497,['요즘 음방 나오는 봊돌 중에 망빻이랑 망리스 좋긔 [5]']
23498,['똥냐들은 잦초에선 못 나대자나']
23499,['그 똥냐 때문에 굴차 초동이랑 음원순위 외움 [1]']
23500,['조크니 하나로 망부터 네까지 소환 가능']
23501,['쿨타임 찼다 조큰갤 열자']
23502,['조큰이가 구견갤 유입 거름망이야 [3]']
23503,['갤플 보고 좆나큰 무대에서 우산 들고 지랄하던 거 생각났어']
23504,['조큰이 영상보고있어 [1]']
23505,['전사자네 봊돌 대체 언제 데뷔시키려는건지 모르겠어']
23506,['해물단 노무 빻았다 [1]']
23507,['윽신이 조큰이 유닛 갤플 달리자 [1]']
23508,['망앤오프를 통검해보자 [2]']
23509,['미팬 쇼케응모도 안해보고 저지랄 하니까']
23510,['7ㅏ드 노래 노무 좋다 [1]']
23511,['외퀴들은 잘붙는 만큼 잘 떨어지는 거 같긔 [2]']
23512,['약인아 부르던 브로맨스 그분들 근황 찾아봤는데 [2]']
23513,['심은경 일본 최우수 여우주연상 수상!']
23514,['망스랑 망빻은 개인좆스타로 좆목해도 쳐맞지도 않네 [2]']
23515,['아씹ㅋㅋㅋ 설마하고 으누 게시글도 다시 보니까']
23516,['망타지오 계정에 올라온 뫼하 화보사진에 [4]']
23517,['아씨발 [2]']
23518,['진짜 씨발']
23519,['로맨틱크라운ㅌㅊ 브랜드 추천앙망']
23520,['랔분싸 닉값ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']
23521,['으누는 그렇다 치고 엠죄는 어디갔노? [1]']
23522,['달빈이 맨투맨 어디꺼지 [1]']
23523,['막장드라마 최적화 배우는?']
23524,['로드킬 확정이4팀이고 2팀이 비공개인거임?']
23525,['국연돌 무대 어떤데 [1]']
23526,['활치처럼 화장하고 다니는 갓반인 길가다 보면 [1]']
23527,['학치커 로드킬 나가면 밸붕 아님? [6]']
23528,['랔분싸 대가리 존나 크다 진짜']
23529,['빻정이 시발 [7]']
23530,['활치 갓반인인데 화장이렇게 하고다님 [3]']
23531,['로드킬 언제쯤 방송함? [1]']
23532,['이현이는 양준일 팬인것 같고 안현모는 아닌것 같음..']
23533,['국연갤 포탈 열렸노 [5]']
23534,['근데 지금 차트 꼬라지가 이래서 [7]']
23535,"['걸그룹→배우, 후배들 롤모델 윤아']"
23536,['국연돌은 탈출 못하나봐 [1]']
23537,['짭상국은 그냥 웃김']
23538,['x톤 진입 62위노 [1]']
23539,['머현이 빠질 만족도 ㅆㅆㅅㅌㅊ였는데 [1]']
23540,['시각장애인 [4]']
23541,['봊돌 중에 싱폐옵 같은 봊돌 있긔? [6]']
23542,['태연 예쁨']
23543,['소속사에서 연생 칼 같이 자를때 상황']
23544,['상폐를 왜 데뷔시키는 걸까 [1]']
23545,['노무단도 좆됐어 언니들 [1]']
23546,['옛날 좆돌 멘탈은 ㅇㅈ']
23547,['알못이라 매각 소송 이런글 봐도 잘 모르겠어']
23548,"[""'승리' 오늘 현역 입대 현장""]"
23549,['미스터트롯 공식 달력좀 봐 [3]']
23550,['박재범이 오르테가에게 맞은 이유']
23551,['슈퍼스타굴림 나오면 해야겠노']
23552,"['[단독] 판타지오, M&A 나왔다..200억원 안팎 매각설 [3]']"
23553,['GTA 처럼 사는 남자']
23554,['관타 이정도로 좆소긔? [1]']
23555,['저 병신똥냐새끼는 며칠전에 탈갤선언해놓고 또 쳐기어오노']
23556,['쟤 보딸정병이자나 [1]']
23557,['야호는 랔분싸처럼 눈치가 빻은 건 아니었어']
23558,['야호 무슨 자신감으로 배슬한다고 나간걸까 [3]']
23559,['야호는 그래도 춤이라도 잘추긴 했잖아']
23560,['카메라에 지 와꾸 들이미는 진탈쿤']
23561,['야호는 랔분싸 정도의 갑분싸는 아니었어 [1]']
23562,['여니도 알바긔 [1]']
23563,['섹열이랑 머열이 존나 닮았는데 섹열이는 평타는 치고 [2]']
23564,"['트로트 영재 전유진, [1]']"
23565,['알바하고싶어']
23566,['걸머는 망이니 쏘갈빠는 년들이 같이 빨아줌 [20]']
23567,['빠는그룹에 성격 좆같은 새끼 있을때 차xx 생각하면서 참긔']
23568,['SM도 따라하자 1. 유튜브 프로모 (돈있으면 가능)']
23569,['SM도 따라하자 2. 음원 세일 (돈있으면 가능)']
23570,['상폐 빠는 년들 노무 유난스러워']
23571,['짭꾼 왜 짭꾼이야']
23572,['즉찬이 볼때마다 묘하게 승판이 겹쳐보여']
23573,['그러고보니 오늘은 한남도배타임이 없노']
23574,['막장드라마 최적화 배우는?']
23575,['시끄러워']
23576,['즉찬이 진짜 키만 좀 더 컸으면 좋았을걸 [1]']
23577,['빅이란 이름은 진진보다 구린것같아']
23578,['온냐들 딴소린데 확실히 머리색이 어두워야 어려보이는거같아 [1]']
23579,['잦스틴이 로드킬 나오면 제일 악편하기 좋을거같아 [1]']
23580,['해앤물프 청강이 빼고 보컬 목소리 다 마음에 안들긔 [7]']
23581,['잦스틴 로드킬 안나오겠지? [4]']
23582,['읍치커 무대 못하는 편이야? [4]']
23583,['섹화 과사있는언냐들 있노']
23584,['멸긔 짭꾼']
23585,['잦돌들 신비는 안한새끼 찾는게 힘들거같아 [5]']
23586,['여자상고 신비는 한거잖아']
23587,['키위갑 코때문에 독아재랑 겹쳐보일때 있긔']
23588,['섹화 코 [2]']
23589,['여자상고 자연아니지 않긔? 신비 이게 안한거라고? [7]']
23590,['로드킬에서 골로 가는 새끼들 나오면 불쌍할 거 같노 [4]']
23591,['키위갑 코 원래 높긴한디']
23592,['산깅이는 와꾸자체가 엄청 싫은 빻음은 아닌데 [2]']
23593,['좆기섹화 [2]']
23594,['여자상고 ㄹㅇ의왼데']
23595,['여자상고는 제일 인위적이게 생겼는데 놀랍게도 자연이긔 [4]']
23596,['우린 앗 차가 하는 새끼 밀어주는 거 아님?']
23597,['망딱곤 1위하면 칼들고 찾아갈거야']
23598,['멸망비에 엄청 인위적으로 생긴 새끼 있지않아? [3]']
23599,['키위 신비한거임? [1]']
23600,['멸긔는 살찌면 안돼']
23601,['빵재랑 머현이는 진짜 그 회사 들어간게 죄야']
23602,['ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']
23603,['멸망비 성형 사니 섹화 은하한거 말고 모르겠긔 [6]']
23604,['망타지오 헬네 1기 언냐들은 잘 뽑았던 거 같아 [1]']
23605,['멸망비랑 애비무 같이 나온 즉간아봐봐 [3]']
23606,['머현이 애미들한테 잘했어서 더 애틋해 [1]']
23607,['망딱곤 이달봊 붙으면 현실적으로 누가 가능성 높긔? [2]']
23608,['머현이 검색하다가 이런걸 봤어']
23609,['망딱곤 봊돌이겨보겠다고 뮤비 프로모돌리는거 존나웃겨']
23610,['생각해보면 밥재기 괜싸 응모 진짜 이상햇어 [1]']
23611,['멸망비 과거사진보면 딱히 성형 많이안한거같은데 [6]']
23612,['굴림은 무대를 못짜는거같긔 [2]']
23613,['머현이 목 완전히 가서 못 돌아오는게 제일 새드야 [1]']
23614,['좆중딩때 얼자 콘굿즈로 포스터세트 이런거 어떻게 삿지']
23615,['넥톤 약간 그룹 전반적 느낌은 학치커랑 비슷한데 [2]']
23616,['그래도 잦돌로 섹열머열 붙으면 당연히 섹열이야']
23617,['멸망비에 금수저있어? [2]']
23618,['밥재기 외퀴가 어느정도였긔 [3]']
23619,['넥톤 내년쯤엔 진짜 제자리로 돌아오겠노']
23620,['아니 섹열이는 십년이지나도 실력이안느는게 존나미스테리야 [2]']
23621,['헐 넥톤 그분끼워서 나오네']
23622,['근데 빵얼요때는 와꾸랑 실력이랑 그래도 대충 비례했던거같아']
23623,['멸망비 다인원치고 파트분배 잘하는것같긔']
23624,['갑자기 생각난건데 잦스틴이 득2 노래 리메이크해줬으면 좋겠긔']
23625,['막장드라마 최적화 배우는?']
23626,['갓생비 유럽가서 또 관광다니는중 [1]']
23627,['빵얼요 추팔하는거 보니까 [1]']
23628,['잦듀줌들 넥톤앰한테 호통치는거 봐ㅋㅋ [5]']
23629,['로드킬에 똥키즈 나오면 좋겠어 [2]']
23630,['붕괴된 차원의 간민이 [1]']
23631,['오랜만에 망탑 노래 듣고왔긔']
23632,['레게나 섹열이는 ㄹㅇ 한 소절만 더 줘도 [3]']
23633,['노래못하는 섹열vs아티스트 머열 [1]']
23634,['얼자 노래중에 다이아몬드 좋아했는데 [1]']
23635,['섹열이는 지금도 두유힐미 급 아니긔?']
23636,['아랍같은 스타일들은 성대?음색?이 문제고 [3]']
23637,['옌둘기 닮음 [2]']
23638,['얼자 무대는 진짜 절반이상이 봊식이었는데']
23639,['망빻도 의문이야 [5]']
23640,['빵얼요도 처음에 실력 개차반이었어 [3]']
23641,['근데 밥죄기 나도 데뷔초에 간잽했는데 드럽게재미없었던 기억이 [3]']
23642,['밥재기도 참 불쌍한게 [1]']
23643,['일박이일 고정 상폐 배슬 잘생긴거같긔 [6]']
23644,['추팔하면서 영상보는데 밥재기 애미맘 들어 [3]']
23645,['빵얼요시절 음방보면 확실히 라이브실력은 지금보다 ㅅㅌㅊ긴함 [1]']
23646,['망앤오프는 이상하게 2세대 좆이돌같긔 [2]']
23647,['망스는 일단 랩라인부터 어떻게 해야... [2]']
23648,['망스는 일단 특별히 음색 좋은 놈이 없오 [9]']
23649,['밥재기 머현이 ㄹㅇ 와꾸랑 보컬 ㅅㅌㅊ인 멤버였어 [7]']
23650,['빵얼요 실력이 더 나은게 아니라 걍 실력이 좋았던거 아님?']
23651,['빵얼요때가 실력은 나았던거같은것도 추억보정이긔 [2]']
23652,['지금 데뷔한 좆돌들 몇명 뽑아서 그룹 재편성 하고 싶어']
23653,['봊배슬은 확실히 놈 예쁘면 연기에 집중 안되긴 하더라']
23654,['엠죄 성량 고음 다 다른 팀 메보들한테']
23655,['망이스 준도 병크터졌노?']
23656,['배슬쪽 상폐화 고인물화가 심해서 신인배슬도 요새 좆이돌만큼 뜨기 어려움']
23657,['빻았는데 실력도 ㅎㅌㅊ인건 [1]']
23658,['배슬이 좆이돌보다 낫다는것도 옛말이야 좆이틴만 봐도 그래 [1]']
23659,"['브라이언 오르테가 인스타 근황, [1]']"
23660,['잘생기고키크고 목소리까지좋으면 배슬하지 좆돌안할거같음 [5]']
23661,"['""그 민트머리""는 무대도 못 하고 다리도 짧음 [5]']"
23662,['좆튜브에 공개오디션 같은 영상 보면']
23663,['은딱이 또 은오후 됐던데']
23664,['갤플 보고 붕갈이 음색 생각났어']
23665,['엠죄 같은걸 메인보컬로 데뷔시킨것도 이해안가 [4]']
23666,['은딱이 다른거 다 뚝딱대도 와꾸 하나만으로']
23667,['유전자 조합처럼 인위적으로 만들지 않는 이상 [2]']
23668,['빻은 것도 정도껏 빻아야지 수술 화장으로도 커버가 안될 정도면']
23669,['학민이 셀카 올린댔으면서 안 올리긔']
23670,['와꾸 으누급이고 ㄱㅆㅅㅌㅊ 실력충은 왜 없노 [6]']
23671,['똥양인은 아무리 키 커도 근돼 ㅎㅌㅊ이겠지? [3]']
23672,['키나 비율은 요즘이 훨씬 좋긔']
23673,['정장 빨 잘 받는 새끼들이 좋아서 비율 중요하긔']
23674,['옛날엔 빻았지만 실력 ㅅㅌㅊ는 많았던거 같은데 [1]']
23675,['비율 빻은거 ㄹㅇ 봊식 [5]']
23676,['막장드라마 최적화 배우는?']
23677,['빻은것도 못빨고 실력ㅎㅌㅊ도 못빨긔 [1]']
23678,['무대 봊엘사도 어떤 봊엘사냐에 따라 좀 다른데 [2]']
23679,['난 비율 빻은걸 못 참겠어']
23680,['엘뚝도 넙대대한거만 빼면 와꾸 ㅅㅌㅊ이었는데 [6]']
23681,['근데 언냐들도 만약에 와꾸만 ㅅㅌㅊ이고 [6]']
23682,['지금 1군들도 빻았어 솔직히 시기탓이 아니긔']
23683,['날씨 좋으니까 더 정병와']
23684,['어느 시점에서 특별히 빻았던것 보다는']
23685,['빵얼요때 와꾸는ㅆㅎㅌㅊ인데 [3]']
23686,['민트머리 실제 얼굴 [1]']
23687,['봊연갤도 라창ed했노']
23688,['민트머리는 믂가뿐입니다 [3]']
23689,['빵얼요 이때가 잦돌들 제일 못생겼던것같아 [2]']
23690,['갑자기 왜 시체갤플이노']
23691,['그러고보니까 유충구 해체함? [3]']
23692,"[""스토브리그 '홍기준' 음주운전 ㄴㄴ!""]"
23693,['이거땜에 지금 뿡앰 화났긔 [2]']
23694,['민트머리 첨 하고나왔을때 욕했는데 [4]']
23695,['아씨발 뿡줌마들 다 폰압수 하면 안되노']
23696,['얼자 하나둘씩 군지할때 [1]']
23697,['요괴네 얼자 빨았을 때는 정병 안 왔던거 같긔 의외로']
23698,['차흑인 요괴섹규 성격의 단점만 합쳐놓은 데다가']
23699,['요괴 섹규 차례대로 빨았음']
23700,['에 블 바 리 wake up wake up [2]']
23701,['차흐긴은 머중들한테 대놓고 쳐맞았잖아 [2]']
