,댓글,출처,,,,라벨링
73420,@익명589387 쪼금도 돌리면 안된다.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73421,@익명880801 이 글 하고는 관점이 다른 내용인데?ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73422,@익명880801 이걸또이과충이이렇게해석을..,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73423,수전구 가는것도 올렸으면 좋았을텐데 메인수도관 잠구고 수전구 가는거 어려운일도 아닌데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73424,그냥 집에 메인계량기 잠그고 테프론이나 고무패킹만 바꾸면 되자나 ㅋㅋ 쉬운건데 뭐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73425,@롤초보다 그니까 시발 알면 쉬운건데 저걸 처돌리라고 개소리쓴새끼 있다니까 정보글 달아놓고. 개 호로새끼임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73426,난10년넘게써도 멀쩡함 물때가 수압을 떨어뜨림 그럴땐 샤워기 꼭지구멍를치솔로누르면서 닦아준다 끝!,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73427,고무가 삭을정도면 한번씩 갈아야되는거아니냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73428,@의사김성수선생 건드리지만 않으면 완전히 들러붙어서 누수안된다.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73429,저거 새로한지 1년도 안된건 좀 돌려도 됨 실제 기사도 그렇게 수압조절함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73430,"현직 대기업 설비엔지니어다
하지마라 좆된다 패킹 먹는순간 좆된다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73431,"저거 우리 마누라 혼자 갈던데 ㅋ
철물점 35000원 테이프론 끝",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73432,"@익명46847f 난 정신질환 있긴 하다 ㅜㅜ
수도도 갑자기 조울증에 화나서 손으로 찍었는데 흔들려서 셈ㅜㅜ
어쩔줄 모르고 있는데 마누라가 집앞 바로앞 철물점 가서 사와서 수리
울 마누라 요즘 셀프 DIY 배우는중^^",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73433,"시발 조깥네 저거 따라하려고 방금 했는데 저 부분 녹 좀 슬고 존나 틈이 좁아서
동전도 안들어가는 정도임 깊이도 얕음 드라이버 억지로 넣어서 했다가 구녕 다 헐었다 씨발",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73434,@익명e13ed7 그정도는 아닐꺼같은데 울집꺼 샤워기갈때 우리집메인잠궜는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73435,"싱크대에서 켜면 목욕탕에서 존나 약해지는데 어떻게 하냐??
화장실 물 내리면 또 나머지가 다 약해짐.. 어쩌냐???",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73436,@익명e6681d 26년된 아파트 ;;,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73437,"우리 수압약해서 관리사무실에다 전화때렸는데 화장실가서 뭔 한 1분만에 뚝딱하더니 수압세지더라

너무 신기해서 흥분하느라 어케한건진 못물어봤는데

저렇게 한거 아니었음??",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73438,"@릴하이뷰리드 문밖에 개별가정용 꼭지있고

아파트는 전체꼭지있음. 전체꼭지 더 풀면쌔짐.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73439,"아니저 나사뚜껑쪼가리가 5~6만원나 한다고?
천원 언저리 할거같은데",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73440,@장군님딸딸이친다 고무패킹 몇 백원하는거 갈아주고 출장비며 뭐시기며 5-6마넌 받아먹는 거잖아. ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73441,"@고독 ‘5~6만원 주고 새걸로 갈고 출장비까지 줘야한다’
라고 써있는걸 봐선 저거 자체 값이 5~6만원이고 출장비를 따로 준다는 뜻일텐데
물론 글쓴새끼가 글을 좆같이 쓴걸수도 있지만",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73442,@장군님딸딸이친다 글쓴새끼가 좆같이 썻나보다 저게 그리 비싸나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73443,"@장군님딸딸이친다 5~6만원을 주고 간다는게 고무빠킹이나 나사쪼가리가 아니고, 저 포쎗 덩어리를 말하는거 아니냐?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73444,@장군님딸딸이친다 저기딱맞는 나사뚜껑을 어케찾어 ㅡㅡ 보통 샤워호스까지 다 한꺼번에 들어있는거 사서 갈아야되고 쇳덩어리라서 오육만원쯤 하는거 맞음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73445,@일본예능인전문가 저런건 다 규격 있지 않냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73446,변기 수압은 왜 약해진거냐 ㅆㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73447,@네다홍네다짱 하부 앵글밸브 돌려 이거모르는거는 좀;;,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73448,수전 갈다가 벽에 박혀있는 파이프 깨지면 돈 존나 깨짐ㅋㅋㅋ 저거는 어지간하면 안 건드는 게 나음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73449,"이 말이 맞다
저걸로 수압 조절하는건 맞는데 저걸 잠궈놨을 가능성은 적음
집에 수도가 저거 하나밖에 없는거도 아닐텐데 다른데 수압은 다 괜찮은데 저거만 이상하다 싶으면 해봐도 됨",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73450,집에 있는 테프론으로 감으면 되잖아 ?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73451,그럼 그 글 쓴새끼 수도업자일 확률 떡상이네ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73452,백수새끼들 멍청한 짓 유도해서 건수 올리겠다 이거냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73453,ㅋㅋㅋㅋㅋ 저거 돌리다가 반대쪽 벽 구멍날 뻔 했다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73454,저거 몇천원 안하고 그냥 개나소나 다 교환할수있다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73455,@바나나를그냥 이런 병신들이 문제임. 집구석 침수시키지말고 해본적없으면 걍 사람불러서 교체해라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73456,"@스티븐시발 진짜 개병신 틀딲새끼네 이거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

저런 기초적인 교체하는거를 무슨 업자 불러서 매번 쳐해 병신아 어디 씨발 수도배관공사하냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

수전구 하나 쳐 가는데 사람을 부르래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그것도 고무빠킹 노후된걸로 ㅋㅋㅋㅋㅋㅋㅋ 씨바 ㅋㅋㅋ

니가 주둥이 터는대로면 내가 한번 가르쳐 주고나서 그담부터 혼자하는 우리 와이프는 프로 수도기사네 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웃고간다 씹새끼야",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73457,"@스티븐시발 개보다 못한 병신새끼야 느검마 보지나 침수시키자 마라

밖에 수도함에 밸브잠그고 드라이브하고 몽키 스패너만 있으면 교환가능한데 뭔 개소리야 썅년아

오래되면 안에 녹이 막혀서 수압낮아진다 병신새끼야",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73458,@재앙이불어온다 애초에 건드리지않으면 저거 교체할일이 없는데 뭘 매번불러 씹새끼야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73459,"@스티븐시발 ㅋㅋㅋㅋㅋㅋㅋ 아따 안건드리면 고장이 안난당께요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

안건드리면 씨발럼아 50년도 쓰것쏘잉 ㅋㅋㅋ

여자도 맘만 먹고 배우면 금방 가는거를 씨발 부심부릴 떄부터 알아봤지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

나가뒤져 틀딱새끼야 ㅋㅋㅋ 수전구 쳐가는걸로 부심 부리지말고",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73460,"@스티븐시발 에라이 병신새끼야 에초에 왜 건드리겠냐 시발련아

이상이 있으니까 건드리지 병신새끼",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73461,"@재앙이불어온다 응 니마누라 너한테 금방배워서 수도업자 처할기세네ㅋㅋㅋ
여관바리 그만시키고 수도업자 시켜라 너한테 잘배워서 잘하겄네 개새끼야",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73462,@스티븐시발 아따 내가 가르쳐주면 뭐든 할수있당께요 이거냐 미친새끼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73463,"@스티븐시발 틀딱새끼 유일한 자랑거리가 수전구 쳐가는 기술인 모양인데

내 마누라도 할 줄 아는거라 현탐왔나보네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 릴렉스해라 이거야 ㅋㅋㅋㅋ

조금 더 고~오~급 기술 연마해라 노가다 아재요 ㅠㅠ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73464,@재앙이불어온다 내가 안하고 마누라가 하겠다는데 누가 나를 강제로 시키는거요,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73465,이건 또 먼 개소리야 일자 도라이바 하나면 되고 계량기 잠그고 패킹만 갈면 되는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73466,"이 말 맞음

나도 예전에 주방물이 너무 뜨겁게 나와서 관리인에게 얘기했더니 조금 돌려서 조절해주시길래

그 후에 나도 조금씩 조절해서 물 온도는 내가 원하게 맞췄는데

물이 조금씩 새더라 한방울씩 모여서 뚝뚝 떨어지는 정도로",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73467,"수전교체 존나 쉬운데

공무과 일하다보면 수도없이 교체하게됨",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73468,"그래서 싱크대수전 갈아야 할 때 번거로움.
센서 달린 거 쓰는데 수명 다 하면 골치아프다.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73469,"수전교체 이론적으로 쉬운데 막상해보면 생각보다 쉽지않다. 특히 집이 오래된거일수록 변수가 많음.

교체하고 별생각없이 수도함열었다 물줄기터지는수가있다. 근데 물은 순식간에 멈추지않고 존나 뿜어져나와서 좆된다는거야
수압이 존나쎄서 손으로 막을수도없다.

특히 화장실은 그나마 누수터져도 바닥하수구로 내려가니까 시간은 벌수있지만

저렇게 생긴 수전구가 씽크대쪽에 있다면 손대지마라. 개좆되는수가 있다.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73470,@스티븐시발 계량기 잠그고 손대야지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73471,"@스티븐시발 ㄹㅇ저게 의외로 좆같음
특히나 녹이라도 슬어있으면 벽 타일까지 죄다 뿌서먹을수가 있어
걍 동네 인테리어 가게 들어가서 2 3만원이라도 주고 가는게 훨씬 낫다

수전 나사도 이게 개좆같아서 수평 조금이라도 안맞으면 물새고 지랄난리남
그럼 또 그거 막겠다고 방수테이프 둘둘 감아버림
그럼 또 안에서는 그게 계속 새는 상태로 또 녹슬고 누수됨 니미 개씨발

걍 돈주고 사람부르자니까 30년을 그렇게 내 아버지가 해왔다 아주 집을 개작살내버림
화장실에 누수가 생기면 습기가 계속 생긴다
근데도 이유를 모름
왜몰라 시팔 본인이 그렇게 해놓고",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73472,@익명68745e 싫어 십새끼야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73473,"내가 해봣다 ㅋㅋㅋㅋ 시발 물이 진짜 천장 뚫을정도로 시오후키 된다.
조땟다 싶어서 고무 패킹 빠진거 밀어서 넣어도 수압이 상상이상이라 패킹이 다 날라가버린다 ㅋㅋㅋㅋㅋ 억질로 끼어넣고 패킹 넣어도 질질 센다. 물 본벨브 잠그고 막아야함 진짜 유투바 개새키들 수압 약하면 돌리면 된다 하는데 막돌리면 조땐다 ㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73474,@너거아바이 똥꼬 갖다대라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73475,@너거아바이 나도 경험함..네덜란드소년처럼 손으로 틀어막고있다가 아파트 기계기사 불러서 보여주니 씩 웃더라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73476,@ㅈㅂㅁㄱ ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73477,언제한번 돌려야지했는데 좆댈뻔했네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73478,양수기함의 감압벨브를 조절해봐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73479,@라끄vㅔ르 양숙이?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73480,"병신새끼

지랄하노

저걸로 조절 하라고 저렇게 되어 있는건데
수압이 아니라 유량 조절 나사다
등신아.

그냥 돌려.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73481,"@제갈윤김도요타 내말이 ㅋㅋㅋㅋㅋㅋㅋㅋ 저거 돌리면 뭔 씨발 물 터져서 집 무너지는줄 알겠다 누가보면 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

글 쓴 새끼 걍 호들갑 애미뒤짐",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73482,"@제갈윤김도요타 ㅋㅋㅋㅋ 더 정확하게 말하자면

보일러 용량에 따라 더운물,찬물 비율 맞추는거임",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73483,수도 관련 부품 갈때는 무조건 계량기부터 잠그고 손을 대야지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73484,"http://www.ilbe.com/view/5445438852

15년도에 저지랄햇다가 참사 겪었던거 ㅍㅌㅊ?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73485,@ROGMARS 저건 다시 잠그면 되는거임 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73486,@ROGMARS 학교졸업했겠노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73487,@ROGMARS 와씨발 그냥 좀만 재밌으면 3000베 찍히던 시절이네 추억 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
